text,label,split,text_clean
"telah beberapa kali makan malam di sini , sehingga staf dan musician kenal dengan saya . makanan yang disediakan adalah sunda dan makanan barat . rasanya tidak mengecewakan . staf restoran ini sangat ramah . pakir bukan masalah . untuk perokok disediakan tempat duduk di luar . kedudukan restoran hampir dengan railway station , hotel mutiara juga grand sovia .",positive,train,beberapa kali makan malam sini staf musician kenal saya makan sedia sunda makan barat rasa kecewa staf restoran sangat ramah pakir bukan masalah okok sedia tempat duduk luar duduk restoran hampir railway station hotel mutiara grand sovia
"memasuki resto sagoo kita disuguhi interior antik , pernak pernik jadul mengingatkan kita akan barang barang lama di dapur zaman dulu . makanan yang ditawarkan juga khas peranakan zaman dulu , harga , dan rasa sebanding biasa-biasa saja alias standar tidak ada yang istimewa , penampilan ruang dan penyajian juga sangat biasa .",negative,train,pasuk resto sagoo suguh interior antik pernak pernik jadul ingat akan barang barang lama dapur zaman dulu makan tawar khas ana zaman dulu harga rasa banding biasa biasa alias standar ada istimewa tampil ruang saji sangat biasa
"tentu tak lengkap bila ke lembang tanpa bersantap di mandarin lembang . orang cina makanan . menu pilihan kangkung cha special sapi . biasanya saya pilih menu bistik sapi dan udang kipas serta sapo tahu . porsi nya besar dan untuk penutup , saya pesan es alpukat nya yang terkenal . cobalah juga sapi lada hitam nya .",positive,train,tak lengkap bila lembang santap mandarin lembang orang cina makan menu pilih kangkung cha special sapi biasa pilih menu bistik sapi udang kipas sapo tahu porsi nya besar untuk tutup pesan es alpukat nya kenal coba sapi lada hitam nya
"berlokasi di jalan braga yang sangat terkenal di bandung , mudah diakses dari mana saja , variasi makanan nya lumayan banyak , harga berbanding dengan rasa . saya jalan braga lagi ada perbaikan dan tidak selesai selesai , sehingga mengurangi kenyamanan saat makan .",positive,train,lokasi jalan braga sangat kenal bandung mudah akses mana variasi makan nya lumayan banyak harga banding rasa jalan braga ada baik tidak selesai selesai kurang nyaman makan
jokowi tidak suka sebar isu bohong,positive,train,jokowi suka sebar isu bohong
"cuma di negara indonesia tercinta yang rakyat nya berani mencibir presiden nya dengan seenak jidat , dan tidak mengotak kalau bacot . nanti giliran diusut comment nya dan di bawa ke jalur hukum baru deh nangis-nangis . saya suka jijik sama manusia seperti itu .",negative,train,cuma negara indonesia cinta rakyat nya berani cibir presiden nya enak jidat tidak otak kalau bacot gilir usut comment nya di bawa jalur hukum baru deh nang nang suka jijik sama manusia itu
"sumpah , gue jadi ikutan goblok . eh . sebelum virus goblok semakin merasuk , saya mengaburkan diri dan terima kasih untuk . bos . gue enggak mau jadi ikutan goblok seperti yang sujud padahal kalah pilpres , gara-gara nonton tv oon ! foldedhands foldedhands winkingfacewithtongue foldedhands",negative,train,sumpah gue jadi ikut goblok eh virus goblok makin rasuk abur diri terima kasih bos gue enggak mau jadi ikut goblok yang sujud padahal kalah pilpres gara gara nonton tv oon foldedhands foldedhands winkingfacewithtongue foldedhands
"wagyu dan japanese prime - nya rekomendasi . tingkat kematangan pas sesuai dengan permintaan . secara keseluruhan , makanan enak dan harga sesuai dengan kualitas . namun tempat menurut saya masih kurang nyaman dan kurang besar . non-smoking area sempit sehingga lebih enak duduk di smoking area .",positive,train,wagyu japanese prime nya rekomendasi tingkat matang pas sesuai minta seluruh makan enak harga sesuai kualitas tempat saya kurang nyaman kurang besar non smoking area sempit lebih enak duduk smoking area
"aku teh dimerak , memang ada . di sini cuma asa indihome saja . mahal",negative,train,aku teh merak memang di sini cuma asa indihome mahal
"selalu bikin kangen kalau ke bandung . sate kulit nya favorit ku , cobain deh . porsi nya besar , untuk ukuran perempuan 5 tusuk sate plus lontong saja sudah mengenyangkan . dicoba juga sate sapi nya .",positive,train,selalu bikin kangen kalau bandung sate kulit nya favorit ku cobain deh porsi nya besar ukur perempuan tusuk sate plus lontong sudah kenyang coba sate sapi nya
"suasana pedesaan terasa di sini , banyak tanaman padi dan anda bisa sewa sampan untuk berkeliling di danau buatan , hanya saja untuk makanan kurang enak dan agak mahal .",neutral,train,suasana desa asa sini banyak tanam padi anda sewa sampan keliling danau buat saja makan kurang enak agak mahal
padahal subsidi banyak dikurangi pengampunan pajak .,negative,train,padahal subsidi banyak rang ampun pajak
pertama coba karena ulasan beberapa orang tapi ternyata rasanya biasa saja . sepiring 30 ribu . porsi besar . sulit cari tempat duduk . banyak yang makan di mobil .,negative,train,pertama coba ulas beberapa orang nyata rasa biasa piring ribu porsi besar sulit cari tempat duduk banyak makan mobil
ketua dpc kota bogor enggan mengomentari pengusungan dan dedie rachim .,negative,train,ketua dpc kota bogor enggan komentar usung dedie rachim
pelayanan cepat . pilihan sambal banyak dengan harga terjangkau . bersebelahan dengan prima rasa buah batu .,positive,train,layan cepat pilih sambal banyak harga jangkau bahan prima rasa buah batu
"aku merasa sangat jenuh dengan kepemimpinan jokowi . jokowi tidak hanya pintar memainkan rakyat , dia juga hanya menganggap negara kita sebagai penghasil uang untuk nya dan keluarga nya .",negative,train,aku rasa sangat jenuh pimpin jokowi jokowi pintar main rakyat juga hanya anggap negara bagai hasil uang nya keluarga nya
sempurnakan akhir minggu kamu dengan warna rosewood cantik dari sariayu color trend 2018 inspirasi jakarta matte lip cream shade j - 01 .,neutral,train,sempurna akhir minggu kamu warna rosewood cantik sariayu color trend inspirasi jakarta matte lip cream shade j
"lokasi yang keren banget , menu makanan dan minuman yang disajikan enak banget , sambil menikmati pemandangan yang keren serta tempat nya nyaman . pelayan nya juga cepat dan ramah dalam menyajikan menu yang diorder .",positive,train,lokasi keren banget menu makan minum saji enak banget nikmat pandang keren tempat nya nyaman layan nya cepat ramah saji menu order
"tepat subuh hari ini kami ke warung ini jelas ingin mendapatkan dan mencoba serabi khas ini , dari awal pelayanan lumayan baik , tapi karena keadaan yang ramai sedikit sulit mendapatkan tempat , akhirnya tunggu tidak sampai 15 minimal kami mendapatkan tempat , tetapi ternyata setelah menunggu lama pesanan kami belum datang juga , kira satu jam an kami duduk di sana dengan keadaan asap rokok yang banyak .",negative,train,tepat subuh hari warung jelas dapat coba serabi khas dari awal layan lumayan baik karena ada ramai sedikit sulit dapat tempat akhir tunggu sampai minimal dapat tempat nyata tunggu lama pesan belum datang kira satu jam an kami duduk sana ada asap rokok banyak
"sesuai rekomendasi , saya mencoba shinmen ramen special dan rasanya menurut saya sangat biasa saja dan kurang cocok di lidah",negative,train,sesuai rekomendasi coba shinmen ramen special rasa saya sangat biasa dan kurang cocok lidah
"saya dan keluarga baru pertama kali ini ketempat ini , ternyata resto ini kuno . kata nya sih resto ini sudah lama berdiri nya . masakan nya sih masakan jawa tengah seperti gudeg jogya . dan masih ada yang lainnya . saya dan keluarga hanya memesan nasi krecek saja . harga tidak terlalu mahal . semuanya enak .",positive,train,keluarga baru pertama kali tempat nyata resto kuno kata nya sih resto sudah lama diri nya masakan nya sih masakan jawa tengah gudeg jogya dan masih yang lain dan keluarga mes nasi krecek harga terlalu mahal semua enak
parpol kerja nya tidak becus banget sih . bubarkan saja parpol .,negative,train,parpol kerja nya becus banget sih bubar parpol
"kalau makan swike di sini biasanya bareng sama keluarga , 1 porsi swike kalau kata saya cukup buat 1 orang jadi porsi nya pas sih . yang paling enak menurut saya di sini swike goreng mentega nya , daging nya empuk . atau tidak bisa juga coba swike kuah nya , kuah nya enak dan berasa banget kaldu nya terus ada butiran kacang begitu",positive,train,kalau makan swike sini biasa bareng sama keluarga porsi swike kalau kata cukup buat orang jadi porsi nya pas sih paling enak saya sini swike goreng mentega nya daging nya empuk tidak juga coba swike kuah nya kuah nya enak asa banget kaldu nya terus butir kacang
"tempat yang sangat alami , dengan menu yang variatif , dengan rasa yang pas . saya suka dengan bandrek jagung nya , sangat hangat diingat jagung yang manis . ada aneka jajanan tradisional yang sudah jarang ditemui .",positive,train,tempat sangat alami menu variatif rasa pas suka bandrek jagung nya sangat hangat ingat jagung manis aneka jajan tradisional sudah jarang temu
"pengacara setya novanto tidak puas dengan jawaban jaksa , ini poin-poin nya",neutral,train,acara setya novanto puas jawab jaksa poin poin nya
"saya mau tutup kartu kredit dari beberapa bulan lalu , nih .",neutral,train,mau tutup kartu kredit beberapa bulan lalu nih
"meski masa kampanye sudah selesai , bukan berati habis pula upaya mengerek tingkat kedipilihan elektabilitas .",neutral,train,meski masa kampanye selesai bukan berat habis upaya kerek tingkat pilih elektabilitas
"warung makan ini terkenal karena penyajian nya yang prasmanan dengan piring dan tempat makanan tempo dulu yakni serba seng . kata teman saya , serasa di zaman penjajahan belanda . pilihan makanan dan minuman nya banyak sampai bingung memilih nya , tapi saya tetap kembali ke selera asal yakni semur jengkol , ikan asin , sayur asam , dan teh panas tawar . setiap ke bandung , saya akan menyempatkan diri ke sini selalu .",positive,train,warung makan kenal saji nya prasmanan piring tempat makan tempo dulu serba seng kata teman serasa zaman jajah belanda pilih makan minum nya banyak bingung pilih nya tetap selera asal semur jengkol ikan asin sayur asam teh panas tawar ke bandung saya akan sempat diri ke sini selalu
bumbu kacang pedas ekstra sambal bu rudi sangat mantap .,positive,train,bumbu kacang pedas ekstra sambal bu rudi sangat mantap
seimbang dengan perjalanan atas rasa yang didapat . tempat nyaman tenang . walau makanan rasa standart,positive,train,imbang jalan atas rasa dapat tempat nyaman tenang makan rasa standart
"tempat ini lebih dikhususkan pelancong dari luar negeri semua sajian dari masakan asia sampai masakan barat ada , semua dijamin kami , mau coba datang dan nikmati menu makanan dan pemandangan yang luar biasa bisa kita dapatkan . hampir semua menu makanan di sini dahsyat juara nya deh , kalau tidak percaya coba datang dan nikmati , masalah harga masih masuklah dengan pelayanan hotel bintang 5 .",positive,train,tempat lebih khusus lancong luar negeri semua saji masakan asia masakan barat semua jamin mau coba datang nikmat menu makan pandang luar biasa kita dapat hampir semua menu makan sini dahsyat juara nya deh kalau percaya coba datang nikmat masalah harga masuk layan hotel bintang
"tempat yang sangat enak untuk berkumpul , terlebih salah satu pemilik nya adalah teman saya . sehingga saya benar-benar mengetahui kualitas barista dan chef di sana",positive,train,tempat sangat enak kumpul lebih salah satu milik nya teman sehingga benar benar tahu kualitas barista chef sana
"aku sih tiap beli tiket di traveloka , terpercaya",positive,train,aku sih tiap beli tiket traveloka percaya
kalau pesan yang berbau keju . nanti pas datang pesanan piring itu seperti penuh dengan keju . mantaappp banget . karena setiap ke sini pesan nya pisang atau roti dengan berbagai toping dan pasti ada keju nya . saya coba juga nasi goreng nya . enak juga ternyata . mantaappp,positive,train,kalau pesan bau keju pas datang pesan piring seperti penuh keju mantaappp banget tiap sini pesan nya pisang roti bagai toping pasti keju nya coba nasi goreng nya enak nyata mantaappp
"menurut saya pribadi tidak ada yang spesial dari restoran ini . parkiran kendaraan sangat sempit sehingga saya harus parkir di pinggir jalan , padahal kondisi restoran tidak terlalu ramai pada saat itu . dan akses ke restoran juga cukup macet di waktu tertentu karena di sepanjang jalan ini memang banyak terdapat restoran . untuk makanan nya sendiri biasa saja .",negative,train,saya pribadi ada spesial restoran parkir kendara sangat sempit saya parkir pinggir jalan padahal kondisi restoran terlalu ramai saat dan akses restoran cukup macet waktu tentu di panjang jalan memang banyak dapat restoran makan nya sendiri biasa
"resto indonesian makanan di bandung yang 1 ini benar-benar bikin ketagihan . makan nya enak banget . favorit saya yaitu mango chicken , kepiting soka gandum , tamarind soup fish , ikan saus nyonya tjendana , and roti cannai both roti canai tissue and roti canai chicken curry . bumbu mango chicken nya enak . asem-asem segar gimana gitu . kepiting soka gandum nya juga enak banget . ada kremes2 nya .",positive,train,resto indonesian makan bandung ini benar benar bikin tagih makan nya enak banget favorit yaitu mango chicken kepiting soka gandum tamarind soup fish ikan saus nyonya tjendana and roti cannai both roti canai tissue and roti canai chicken curry bumbu mango chicken nya enak asem asem segar gimana gitu kepiting soka gandum nya enak banget kremes nya
